price_date,city_code,region_code,P91,P95,P98,DSL
2024-07-26,STR,TKI,2.743,2.917,3.06,2.032
2024-07-26,TAK,TAS,2.797,2.982,3.125,2.135
2024-07-26,TAN,STL,2.776,2.948,3.106,2.11
2024-07-26,TEA,WKO,2.682,2.835,2.982,1.997
2024-07-26,TGA,BOP,2.634,2.8,2.961,1.976
2024-07-26,THA,WKO,2.666,2.845,2.992,2.003
2024-07-26,TIM,CAN,2.66,2.842,3.018,2.017
2024-07-26,TMR,MWT,2.713,2.902,3.059,2.069
2024-07-26,TOK,WKO,2.68,2.849,2.993,1.999
2024-07-26,TOL,GIS,2.856,3.011,3.224,2.192
2024-07-26,TPO,WKO,2.715,2.895,3.024,2.045
2024-07-26,TPU,BOP,2.69,2.84,3.022,2.014
2024-07-26,UHT,WGN,2.596,2.77,2.923,1.95
2024-07-26,WAI,HKB,2.741,2.932,3.099,2.083
2024-07-26,WAN,OTA,2.731,2.912,3.099,2.108
2024-07-26,WHA,MWT,2.674,2.826,2.992,1.99
2024-07-26,WHE,AUK,2.765,2.902,3.092,2.071
2024-07-26,WHG,NTL,2.659,2.867,3.053,2.025
2024-07-26,WHK,BOP,2.694,2.845,3.01,2.034
2024-07-26,WLG,WGN,2.593,2.751,2.905,1.907
2024-07-26,WPT,WTC,2.786,2.976,3.131,2.174
2024-08-02,AKC,AUK,2.532,2.704,2.876,1.887
2024-08-02,ALE,OTA,2.687,2.844,3.012,1.997
2024-08-02,AMK,AUK,2.516,2.669,2.863,1.878
2024-08-02,ANS,AUK,2.532,2.703,2.877,1.895
2024-08-02,ASH,CAN,2.619,2.806,2.987,1.97
2024-08-02,BLE,MBH,2.687,2.89,3.029,2.01
2024-08-02,BLU,STL,2.735,2.891,3.04,2.064
2024-08-02,CAM,WKO,2.636,2.823,2.995,1.992
2024-08-02,CHC,CAN,2.573,2.78,2.944,1.917
2024-08-02,CRO,OTA,2.677,2.857,3.007,2.001
2024-08-02,DAR,NTL,2.74,2.927,3.096,2.058
2024-08-02,DUN,OTA,2.604,2.767,2.946,1.938
2024-08-02,FLD,MWT,2.653,2.817,3.019,1.959
2024-08-02,GBI,AUK,2.933,3.087,3.295,2.282
2024-08-02,GOR,STL,2.689,2.853,3.01,2.036
2024-08-02,GRY,WTC,2.738,2.943,3.103,2.101
2024-08-02,GSB,GIS,2.71,2.902,3.07,2.087
2024-08-02,HAM,WKO,2.582,2.756,2.95,1.918
2024-08-02,HAW,TKI,2.694,2.858,3.034,2.059
2024-08-02,HOK,WTC,2.768,2.969,3.151,2.142
2024-08-02,HST,HKB,2.657,2.81,2.977,1.984
2024-08-02,HVN,HKB,2.675,2.83,3.012,2.009
2024-08-02,INV,STL,2.665,2.817,2.986,1.994
2024-08-02,KAI,NTL,2.756,2.929,3.129,2.072
2024-08-02,KAI2,CAN,2.684,2.862,3.022,2.036
2024-08-02,KKE,NTL,2.743,2.914,3.09,2.039
2024-08-02,LHT,WGN,2.583,2.756,2.919,1.898
2024-08-02,LVN,MWT,2.635,2.797,2.998,1.964
2024-08-02,MAS,WGN,2.659,2.833,2.986,2.002
2024-08-02,MET,CAN,2.706,2.886,3.067,2.05
2024-08-02,MOT,TAS,2.718,2.899,3.063,2.067
2024-08-02,NEL,NSN,2.689,2.868,3.002,2.023
2024-08-02,NPL,TKI,2.619,2.795,2.968,1.974
2024-08-02,NPR,HKB,2.625,2.815,2.973,1.97
2024-08-02,OAM,OTA,2.662,2.828,2.981,2.003
2024-08-02,OHK,MWT,2.727,2.88,3.078,2.04
2024-08-02,PAR,WGN,2.606,2.79,2.941,1.931
2024-08-02,PIC,MBH,2.707,2.902,3.056,2.041
2024-08-02,PMR,MWT,2.588,2.744,2.95,1.925
2024-08-02,PRA,WGN,2.575,2.77,2.926,1.909
2024-08-02,PUK,AUK,2.564,2.753,2.927,1.92
2024-08-02,QNS,OTA,2.762,2.921,3.097,2.081
2024-08-02,RAN,CAN,2.615,2.79,2.971,1.959
2024-08-02,REN,MBH,2.736,2.924,3.07,2.073
2024-08-02,RFT,WTC,2.835,2.997,3.206,2.156
2024-08-02,RIC,TAS,2.688,2.85,3.027,2.034
2024-08-02,ROT,BOP,2.651,2.812,3.023,1.986
2024-08-02,STK,NSN,2.714,2.87,3.026,2.025
2024-08-02,STR,TKI,2.713,2.875,3.043,2.057
2024-08-02,TAK,TAS,2.755,2.956,3.126,2.139
2024-08-02,TAN,STL,2.766,2.936,3.088,2.11
2024-08-02,TEA,WKO,2.653,2.807,2.996,1.988
2024-08-02,TGA,BOP,2.597,2.756,2.979,1.929
2024-08-02,THA,WKO,2.651,2.832,3.02,2.003
2024-08-02,TIM,CAN,2.653,2.815,2.978,1.969
2024-08-02,TMR,MWT,2.722,2.835,3.06,2.029
2024-08-02,TOK,WKO,2.669,2.841,3.035,2.019
2024-08-02,TOL,GIS,2.831,3.014,3.178,2.205
2024-08-02,TPO,WKO,2.677,2.862,3.041,2.037
2024-08-02,TPU,BOP,2.668,2.834,3.033,1.992
2024-08-02,UHT,WGN,2.578,2.764,2.924,1.925
2024-08-02,WAI,HKB,2.74,2.894,3.074,2.062
2024-08-02,WAN,OTA,2.72,2.897,3.06,2.075
2024-08-02,WHA,MWT,2.644,2.783,2.995,1.943
2024-08-02,WHE,AUK,2.711,2.863,3.061,2.091
2024-08-02,WHG,NTL,2.654,2.832,3.01,1.941
2024-08-02,WHK,BOP,2.683,2.834,3.049,1.999
2024-08-02,WLG,WGN,2.572,2.74,2.892,1.898
2024-08-02,WPT,WTC,2.795,2.97,3.163,2.143
2024-08-09,AKC,AUK,2.53,2.69,2.876,1.863
2024-08-09,ALE,OTA,2.666,2.847,3.027,2.026
2024-08-09,AMK,AUK,2.517,2.682,2.864,1.855
2024-08-09,ANS,AUK,2.53,2.707,2.899,1.888
2024-08-09,ASH,CAN,2.617,2.784,2.961,1.945
2024-08-09,BLE,MBH,2.689,2.854,3.022,2.011
2024-08-09,BLU,STL,2.696,2.851,3.034,2.046
2024-08-09,CAM,WKO,2.648,2.789,3.008,1.981
2024-08-09,CHC,CAN,2.58,2.738,2.912,1.894
2024-08-09,CRO,OTA,2.659,2.816,3.019,2.015
2024-08-09,DAR,NTL,2.733,2.908,3.045,2.084
2024-08-09,DUN,OTA,2.569,2.758,2.931,1.933
2024-08-09,FLD,MWT,2.642,2.844,3.0,1.956
2024-08-09,GBI,AUK,2.912,3.101,3.293,2.273
2024-08-09,GOR,STL,2.654,2.83,2.983,2.013
2024-08-09,GRY,WTC,2.752,2.904,3.08,2.08
2024-08-09,GSB,GIS,2.735,2.877,3.044,2.089
2024-08-09,HAM,WKO,2.58,2.746,2.929,1.928
2024-08-09,HAW,TKI,2.694,2.883,3.052,2.035
2024-08-09,HOK,WTC,2.774,2.946,3.104,2.121
2024-08-09,HST,HKB,2.649,2.822,3.002,2.0
2024-08-09,HVN,HKB,2.66,2.847,3.023,1.977
2024-08-09,INV,STL,2.629,2.8,2.943,1.978
2024-08-09,KAI,NTL,2.765,2.936,3.082,2.099
2024-08-09,KAI2,CAN,2.687,2.847,3.007,2.03
2024-08-09,KKE,NTL,2.723,2.904,3.041,2.041
2024-08-09,LHT,WGN,2.572,2.751,2.909,1.895
2024-08-09,LVN,MWT,2.622,2.807,2.974,1.963
2024-08-09,MAS,WGN,2.639,2.823,2.98,1.978
2024-08-09,MET,CAN,2.714,2.857,3.034,2.046
2024-08-09,MOT,TAS,2.738,2.883,3.038,2.039
2024-08-09,NEL,NSN,2.701,2.832,3.011,2.014
2024-08-09,NPL,TKI,2.634,2.808,2.972,1.975
2024-08-09,NPR,HKB,2.649,2.812,2.987,1.981
2024-08-09,OAM,OTA,2.654,2.804,3.01,1.993
2024-08-09,OHK,MWT,2.721,2.887,3.069,2.046
2024-08-09,PAR,WGN,2.599,2.76,2.952,1.931
2024-08-09,PIC,MBH,2.721,2.895,3.079,2.061
2024-08-09,PMR,MWT,2.591,2.762,2.959,1.909
2024-08-09,PRA,WGN,2.605,2.766,2.917,1.908
2024-08-09,PUK,AUK,2.551,2.726,2.916,1.931
2024-08-09,QNS,OTA,2.734,2.919,3.084,2.082
2024-08-09,RAN,CAN,2.61,2.769,2.952,1.957
2024-08-09,REN,MBH,2.755,2.902,3.091,2.058
2024-08-09,RFT,WTC,2.836,2.971,3.158,2.139
2024-08-09,RIC,TAS,2.701,2.843,2.994,2.001
2024-08-09,ROT,BOP,2.653,2.853,3.007,1.997
2024-08-09,STK,NSN,2.713,2.841,3.036,2.014
2024-08-09,STR,TKI,2.707,2.886,3.053,2.044
2024-08-09,TAK,TAS,2.793,2.927,3.092,2.114
2024-08-09,TAN,STL,2.737,2.91,3.093,2.084
2024-08-09,TEA,WKO,2.631,2.786,2.998,1.991
2024-08-09,TGA,BOP,2.612,2.796,2.964,1.949
2024-08-09,THA,WKO,2.659,2.825,3.006,1.974
2024-08-09,TIM,CAN,2.636,2.798,2.953,1.973
2024-08-09,TMR,MWT,2.693,2.862,3.059,2.033
2024-08-09,TOK,WKO,2.668,2.838,3.011,2.008
2024-08-09,TOL,GIS,2.838,3.001,3.154,2.212
2024-08-09,TPO,WKO,2.689,2.858,3.029,2.04
2024-08-09,TPU,BOP,2.642,2.838,3.008,2.008
2024-08-09,UHT,WGN,2.593,2.764,2.906,1.923
2024-08-09,WAI,HKB,2.731,2.877,3.082,2.062
2024-08-09,WAN,OTA,2.706,2.89,3.075,2.072
2024-08-09,WHA,MWT,2.635,2.793,2.967,1.95
2024-08-09,WHE,AUK,2.702,2.876,3.061,2.068
2024-08-09,WHG,NTL,2.647,2.838,2.949,1.981
2024-08-09,WHK,BOP,2.681,2.867,3.019,2.027
2024-08-09,WLG,WGN,2.559,2.735,2.903,1.864
2024-08-09,WPT,WTC,2.798,2.954,3.128,2.148
2024-08-16,AKC,AUK,2.524,2.688,2.871,1.856
2024-08-16,ALE,OTA,2.675,2.849,3.0,2.0
2024-08-16,AMK,AUK,2.512,2.695,2.862,1.836
2024-08-16,ANS,AUK,2.542,2.691,2.878,1.875
2024-08-16,ASH,CAN,2.584,2.772,2.936,1.955
2024-08-16,BLE,MBH,2.661,2.827,3.005,1.981
2024-08-16,BLU,STL,2.695,2.86,3.036,2.046
2024-08-16,CAM,WKO,2.587,2.775,2.944,1.921
2024-08-16,CHC,CAN,2.516,2.713,2.884,1.906
2024-08-16,CRO,OTA,2.674,2.838,2.987,1.991
2024-08-16,DAR,NTL,2.724,2.885,3.05,2.052
2024-08-16,DUN,OTA,2.588,2.764,2.911,1.913
2024-08-16,FLD,MWT,2.595,2.784,2.982,1.959
2024-08-16,GBI,AUK,2.939,3.098,3.282,2.265
2024-08-16,GOR,STL,2.668,2.827,2.994,1.999
2024-08-16,GRY,WTC,2.708,2.9,3.074,2.054
2024-08-16,GSB,GIS,2.69,2.885,3.024,2.028
2024-08-16,HAM,WKO,2.553,2.728,2.872,1.874
2024-08-16,HAW,TKI,2.67,2.858,3.009,1.984
2024-08-16,HOK,WTC,2.764,2.93,3.098,2.055
2024-08-16,HST,HKB,2.627,2.774,2.944,1.963
2024-08-16,HVN,HKB,2.647,2.803,2.955,1.971
2024-08-16,INV,STL,2.609,2.767,2.972,1.956
2024-08-16,KAI,NTL,2.743,2.903,3.082,2.09
2024-08-16,KAI2,CAN,2.647,2.815,2.983,2.007
2024-08-16,KKE,NTL,2.732,2.862,3.038,2.048
2024-08-16,LHT,WGN,2.56,2.73,2.898,1.877
2024-08-16,LVN,MWT,2.592,2.784,2.968,1.943
2024-08-16,MAS,WGN,2.636,2.807,2.984,1.94
2024-08-16,MET,CAN,2.66,2.831,3.009,2.037
2024-08-16,MOT,TAS,2.699,2.853,3.051,2.005
2024-08-16,NEL,NSN,2.655,2.821,2.982,1.995
2024-08-16,NPL,TKI,2.595,2.77,2.938,1.929
2024-08-16,NPR,HKB,2.607,2.776,2.948,1.954
2024-08-16,OAM,OTA,2.659,2.816,2.959,1.97
2024-08-16,OHK,MWT,2.686,2.863,3.053,2.023
2024-08-16,PAR,WGN,2.613,2.751,2.922,1.906
2024-08-16,PIC,MBH,2.692,2.853,3.019,2.016
2024-08-16,PMR,MWT,2.541,2.739,2.918,1.906
2024-08-16,PRA,WGN,2.579,2.761,2.913,1.879
2024-08-16,PUK,AUK,2.548,2.712,2.915,1.872
2024-08-16,QNS,OTA,2.745,2.919,3.068,2.077
2024-08-16,RAN,CAN,2.578,2.755,2.927,1.944
2024-08-16,REN,MBH,2.725,2.869,3.051,2.05
2024-08-16,RFT,WTC,2.786,2.976,3.165,2.119
2024-08-16,RIC,TAS,2.672,2.807,3.016,1.976
2024-08-16,ROT,BOP,2.635,2.797,2.933,1.971
2024-08-16,STK,NSN,2.642,2.837,2.992,2.006
2024-08-16,STR,TKI,2.667,2.868,3.029,1.991
2024-08-16,TAK,TAS,2.766,2.909,3.117,2.09
2024-08-16,TAN,STL,2.72,2.907,3.079,2.073
2024-08-16,TEA,WKO,2.626,2.767,2.928,1.943
2024-08-16,TGA,BOP,2.596,2.749,2.907,1.931
2024-08-16,THA,WKO,2.634,2.8,2.96,1.956
2024-08-16,TIM,CAN,2.597,2.78,2.941,1.966
2024-08-16,TMR,MWT,2.658,2.837,3.026,2.018
2024-08-16,TOK,WKO,2.635,2.805,2.971,1.973
2024-08-16,TOL,GIS,2.816,3.007,3.143,2.125
2024-08-16,TPO,WKO,2.664,2.827,2.99,1.988
2024-08-16,TPU,BOP,2.656,2.828,2.949,1.978
2024-08-16,UHT,WGN,2.574,2.741,2.896,1.888
2024-08-16,WAI,HKB,2.69,2.863,3.018,2.042
2024-08-16,WAN,OTA,2.731,2.898,3.047,2.054
2024-08-16,WHA,MWT,2.585,2.766,2.972,1.933
2024-08-16,WHE,AUK,2.713,2.871,3.038,2.019
2024-08-16,WHG,NTL,2.617,2.806,2.968,1.958
2024-08-16,WHK,BOP,2.66,2.818,2.975,2.002
2024-08-16,WLG,WGN,2.557,2.721,2.885,1.874
2024-08-16,WPT,WTC,2.758,2.943,3.117,2.094
2024-08-23,AKC,AUK,2.508,2.657,2.835,1.848
2024-08-23,ALE,OTA,2.624,2.816,2.98,1.997
2024-08-23,AMK,AUK,2.491,2.636,2.838,1.813
2024-08-23,ANS,AUK,2.498,2.651,2.855,1.831
2024-08-23,ASH,CAN,2.596,2.749,2.92,1.894
2024-08-23,BLE,MBH,2.65,2.823,2.987,1.992
2024-08-23,BLU,STL,2.661,2.842,3.016,1.992
2024-08-23,CAM,WKO,2.589,2.732,2.914,1.9
2024-08-23,CHC,CAN,2.547,2.683,2.866,1.849
2024-08-23,CRO,OTA,2.616,2.804,2.964,1.949
2024-08-23,DAR,NTL,2.705,2.887,3.07,2.039
2024-08-23,DUN,OTA,2.553,2.715,2.892,1.898
2024-08-23,FLD,MWT,2.607,2.779,2.949,1.938
2024-08-23,GBI,AUK,2.918,3.066,3.24,2.23
2024-08-23,GOR,STL,2.638,2.804,2.981,1.964
2024-08-23,GRY,WTC,2.715,2.889,3.017,2.031
2024-08-23,GSB,GIS,2.691,2.872,3.033,2.012
2024-08-23,HAM,WKO,2.558,2.701,2.884,1.845
2024-08-23,HAW,TKI,2.65,2.827,2.999,1.994
2024-08-23,HOK,WTC,2.769,2.895,3.057,2.063
2024-08-23,HST,HKB,2.608,2.771,2.932,1.925
2024-08-23,HVN,HKB,2.61,2.794,2.978,1.94
2024-08-23,INV,STL,2.599,2.759,2.948,1.916
2024-08-23,KAI,NTL,2.71,2.888,3.075,2.066
2024-08-23,KAI2,CAN,2.66,2.814,2.978,1.953
2024-08-23,KKE,NTL,2.677,2.853,3.038,2.017
2024-08-23,LHT,WGN,2.538,2.709,2.889,1.858
2024-08-23,LVN,MWT,2.615,2.765,2.956,1.931
2024-08-23,MAS,WGN,2.599,2.757,2.956,1.944
2024-08-23,MET,CAN,2.673,2.824,3.005,1.993
2024-08-23,MOT,TAS,2.653,2.87,3.016,1.993
2024-08-23,NEL,NSN,2.627,2.791,2.97,1.94
2024-08-23,NPL,TKI,2.589,2.753,2.92,1.918
2024-08-23,NPR,HKB,2.581,2.748,2.949,1.932
2024-08-23,OAM,OTA,2.614,2.779,2.968,1.958
2024-08-23,OHK,MWT,2.678,2.845,3.023,2.004
2024-08-23,PAR,WGN,2.584,2.732,2.924,1.911
2024-08-23,PIC,MBH,2.664,2.852,3.022,2.034
2024-08-23,PMR,MWT,2.56,2.711,2.895,1.873
2024-08-23,PRA,WGN,2.564,2.734,2.904,1.889
2024-08-23,PUK,AUK,2.561,2.686,2.88,1.863
2024-08-23,QNS,OTA,2.701,2.892,3.037,2.05
2024-08-23,RAN,CAN,2.565,2.757,2.904,1.883
2024-08-23,REN,MBH,2.702,2.865,3.029,2.045
2024-08-23,RFT,WTC,2.81,2.95,3.098,2.121
2024-08-23,RIC,TAS,2.62,2.82,2.989,1.953
2024-08-23,ROT,BOP,2.632,2.794,2.979,1.961
2024-08-23,STK,NSN,2.633,2.815,2.995,1.978
2024-08-23,STR,TKI,2.668,2.847,3.0,1.984
2024-08-23,TAK,TAS,2.721,2.931,3.082,2.056
2024-08-23,TAN,STL,2.709,2.868,3.046,2.039
2024-08-23,TEA,WKO,2.61,2.74,2.921,1.909
2024-08-23,TGA,BOP,2.563,2.738,2.899,1.906
2024-08-23,THA,WKO,2.627,2.767,2.947,1.904
2024-08-23,TIM,CAN,2.61,2.751,2.928,1.917
2024-08-23,TMR,MWT,2.66,2.83,2.997,1.997
2024-08-23,TOK,WKO,2.619,2.777,2.971,1.913
2024-08-23,TOL,GIS,2.782,2.986,3.138,2.141
2024-08-23,TPO,WKO,2.66,2.8,2.99,1.948
2024-08-23,TPU,BOP,2.634,2.796,2.982,1.962
2024-08-23,UHT,WGN,2.565,2.704,2.898,1.888
2024-08-23,WAI,HKB,2.691,2.845,3.025,2.008
2024-08-23,WAN,OTA,2.679,2.837,3.021,2.037
2024-08-23,WHA,MWT,2.587,2.735,2.925,1.912
2024-08-23,WHE,AUK,2.668,2.811,3.019,2.0
2024-08-23,WHG,NTL,2.616,2.778,2.963,1.947
2024-08-23,WHK,BOP,2.642,2.805,2.983,1.969
2024-08-23,WLG,WGN,2.544,2.709,2.875,1.853
2024-08-23,WPT,WTC,2.765,2.931,3.052,2.087
2024-08-30,AKC,AUK,2.478,2.622,2.811,1.818
2024-08-30,ALE,OTA,2.623,2.779,2.933,1.963
2024-08-30,AMK,AUK,2.467,2.621,2.8,1.821
2024-08-30,ANS,AUK,2.491,2.65,2.796,1.813
2024-08-30,ASH,CAN,2.572,2.747,2.884,1.878
2024-08-30,BLE,MBH,2.607,2.799,2.992,1.936
2024-08-30,BLU,STL,2.659,2.822,2.956,1.993
2024-08-30,CAM,WKO,2.551,2.711,2.914,1.875
2024-08-30,CHC,CAN,2.508,2.686,2.849,1.815
2024-08-30,CRO,OTA,2.632,2.765,2.933,1.956
2024-08-30,DAR,NTL,2.654,2.822,2.999,1.99
2024-08-30,DUN,OTA,2.543,2.701,2.866,1.871
2024-08-30,FLD,MWT,2.564,2.756,2.934,1.922
2024-08-30,GBI,AUK,2.87,3.034,3.218,2.213
2024-08-30,GOR,STL,2.619,2.771,2.954,1.963
2024-08-30,GRY,WTC,2.676,2.824,3.008,2.037
2024-08-30,GSB,GIS,2.635,2.833,2.977,1.996
2024-08-30,HAM,WKO,2.511,2.673,2.855,1.835
2024-08-30,HAW,TKI,2.648,2.777,2.954,1.971
2024-08-30,HOK,WTC,2.705,2.867,3.041,2.054
2024-08-30,HST,HKB,2.597,2.74,2.936,1.911
2024-08-30,HVN,HKB,2.6,2.758,2.965,1.913
2024-08-30,INV,STL,2.569,2.752,2.911,1.918
2024-08-30,KAI,NTL,2.687,2.851,3.027,1.994
2024-08-30,KAI2,CAN,2.638,2.808,2.939,1.953
2024-08-30,KKE,NTL,2.642,2.831,3.008,1.962
2024-08-30,LHT,WGN,2.504,2.655,2.863,1.829
2024-08-30,LVN,MWT,2.576,2.729,2.927,1.893
2024-08-30,MAS,WGN,2.576,2.717,2.927,1.898
2024-08-30,MET,CAN,2.648,2.826,2.97,1.956
2024-08-30,MOT,TAS,2.666,2.831,2.985,1.998
2024-08-30,NEL,NSN,2.602,2.774,2.938,1.914
2024-08-30,NPL,TKI,2.578,2.708,2.897,1.886
2024-08-30,NPR,HKB,2.577,2.718,2.917,1.897
2024-08-30,OAM,OTA,2.613,2.75,2.911,1.943
2024-08-30,OHK,MWT,2.645,2.821,3.006,1.984
2024-08-30,PAR,WGN,2.527,2.657,2.887,1.861
2024-08-30,PIC,MBH,2.637,2.814,3.011,1.985
2024-08-30,PMR,MWT,2.518,2.699,2.878,1.835
2024-08-30,PRA,WGN,2.523,2.647,2.875,1.825
2024-08-30,PUK,AUK,2.507,2.677,2.831,1.85
2024-08-30,QNS,OTA,2.726,2.847,2.989,2.032
2024-08-30,RAN,CAN,2.543,2.73,2.895,1.875
2024-08-30,REN,MBH,2.664,2.842,3.037,1.982
2024-08-30,RFT,WTC,2.766,2.912,3.079,2.099
2024-08-30,RIC,TAS,2.621,2.813,2.945,1.934
2024-08-30,ROT,BOP,2.578,2.771,2.931,1.912
2024-08-30,STK,NSN,2.601,2.776,2.947,1.919
2024-08-30,STR,TKI,2.665,2.791,2.968,1.961
2024-08-30,TAK,TAS,2.721,2.889,3.042,2.04
2024-08-30,TAN,STL,2.704,2.867,3.029,2.033
2024-08-30,TEA,WKO,2.569,2.728,2.939,1.89
2024-08-30,TGA,BOP,2.509,2.734,2.894,1.882
2024-08-30,THA,WKO,2.591,2.759,2.931,1.899
2024-08-30,TIM,CAN,2.574,2.761,2.907,1.89
2024-08-30,TMR,MWT,2.641,2.791,2.983,1.95
2024-08-30,TOK,WKO,2.606,2.747,2.941,1.922
2024-08-30,TOL,GIS,2.75,2.966,3.084,2.121
2024-08-30,TPO,WKO,2.625,2.79,2.968,1.944
2024-08-30,TPU,BOP,2.578,2.782,2.953,1.921
2024-08-30,UHT,WGN,2.498,2.659,2.865,1.842
2024-08-30,WAI,HKB,2.699,2.823,3.015,1.979
2024-08-30,WAN,OTA,2.661,2.831,2.988,2.008
2024-08-30,WHA,MWT,2.559,2.72,2.92,1.87
2024-08-30,WHE,AUK,2.65,2.817,2.968,2.0
2024-08-30,WHG,NTL,2.588,2.726,2.906,1.868
2024-08-30,WHK,BOP,2.591,2.794,2.945,1.942
2024-08-30,WLG,WGN,2.514,2.626,2.852,1.827
2024-08-30,WPT,WTC,2.735,2.892,3.055,2.086
2024-09-06,AKC,AUK,2.462,2.605,2.773,1.786
2024-09-06,ALE,OTA,2.588,2.785,2.923,1.887
2024-09-06,AMK,AUK,2.448,2.587,2.734,1.769
2024-09-06,ANS,AUK,2.471,2.626,2.771,1.797
2024-09-06,ASH,CAN,2.532,2.716,2.869,1.851
2024-09-06,BLE,MBH,2.608,2.763,2.941,1.933
2024-09-06,BLU,STL,2.622,2.785,2.982,1.937
2024-09-06,CAM,WKO,2.564,2.741,2.854,1.862
2024-09-06,CHC,CAN,2.493,2.682,2.81,1.787
2024-09-06,CRO,OTA,2.577,2.756,2.901,1.868
2024-09-06,DAR,NTL,2.654,2.816,2.979,1.983
2024-09-06,DUN,OTA,2.514,2.69,2.837,1.82
2024-09-06,FLD,MWT,2.558,2.715,2.872,1.869
2024-09-06,GBI,AUK,2.883,3.01,3.185,2.193
2024-09-06,GOR,STL,2.593,2.76,2.939,1.887
2024-09-06,GRY,WTC,2.639,2.815,3.009,1.965
2024-09-06,GSB,GIS,2.646,2.814,2.976,1.966
2024-09-06,HAM,WKO,2.509,2.67,2.797,1.799
2024-09-06,HAW,TKI,2.621,2.785,2.943,1.933
2024-09-06,HOK,WTC,2.683,2.835,3.044,2.017
2024-09-06,HST,HKB,2.546,2.75,2.875,1.906
2024-09-06,HVN,HKB,2.548,2.754,2.896,1.911
2024-09-06,INV,STL,2.553,2.72,2.908,1.852
2024-09-06,KAI,NTL,2.672,2.827,3.022,2.0
2024-09-06,KAI2,CAN,2.588,2.762,2.931,1.903
2024-09-06,KKE,NTL,2.655,2.809,2.977,1.99
2024-09-06,LHT,WGN,2.504,2.664,2.81,1.809
2024-09-06,LVN,MWT,2.545,2.711,2.867,1.857
2024-09-06,MAS,WGN,2.564,2.731,2.883,1.878
2024-09-06,MET,CAN,2.612,2.797,2.932,1.946
2024-09-06,MOT,TAS,2.613,2.81,2.972,1.933
2024-09-06,NEL,NSN,2.561,2.739,2.901,1.904
2024-09-06,NPL,TKI,2.557,2.706,2.879,1.86
2024-09-06,NPR,HKB,2.542,2.723,2.874,1.902
2024-09-06,OAM,OTA,2.559,2.752,2.919,1.874
2024-09-06,OHK,MWT,2.63,2.78,2.942,1.919
2024-09-06,PAR,WGN,2.531,2.699,2.869,1.844
2024-09-06,PIC,MBH,2.613,2.782,2.98,1.948
2024-09-06,PMR,MWT,2.514,2.663,2.821,1.797
2024-09-06,PRA,WGN,2.501,2.674,2.829,1.819
2024-09-06,PUK,AUK,2.489,2.644,2.803,1.817
2024-09-06,QNS,OTA,2.664,2.858,2.996,1.962
2024-09-06,RAN,CAN,2.547,2.7,2.858,1.829
2024-09-06,REN,MBH,2.653,2.832,2.998,1.96
2024-09-06,RFT,WTC,2.751,2.885,3.089,2.037
2024-09-06,RIC,TAS,2.589,2.785,2.922,1.908
2024-09-06,ROT,BOP,2.56,2.736,2.924,1.87
2024-09-06,STK,NSN,2.584,2.741,2.917,1.919
2024-09-06,STR,TKI,2.622,2.803,2.971,1.944
2024-09-06,TAK,TAS,2.674,2.884,3.023,2.006
2024-09-06,TAN,STL,2.655,2.84,3.006,1.971
2024-09-06,TEA,WKO,2.574,2.742,2.862,1.859
2024-09-06,TGA,BOP,2.512,2.695,2.852,1.841
2024-09-06,THA,WKO,2.588,2.747,2.879,1.864
2024-09-06,TIM,CAN,2.544,2.7,2.879,1.849
2024-09-06,TMR,MWT,2.621,2.767,2.927,1.905
2024-09-06,TOK,WKO,2.596,2.759,2.883,1.89
2024-09-06,TOL,GIS,2.782,2.935,3.104,2.081
2024-09-06,TPO,WKO,2.619,2.781,2.902,1.903
2024-09-06,TPU,BOP,2.588,2.759,2.924,1.89
2024-09-06,UHT,WGN,2.534,2.69,2.823,1.827
2024-09-06,WAI,HKB,2.618,2.826,2.96,1.972
2024-09-06,WAN,OTA,2.629,2.833,2.961,1.954
2024-09-06,WHA,MWT,2.548,2.695,2.876,1.837
2024-09-06,WHE,AUK,2.645,2.78,2.958,1.968
2024-09-06,WHG,NTL,2.566,2.72,2.908,1.904
2024-09-06,WHK,BOP,2.587,2.771,2.926,1.887
2024-09-06,WLG,WGN,2.496,2.673,2.797,1.822
2024-09-06,WPT,WTC,2.692,2.86,3.065,2.034
2024-09-13,AKC,AUK,2.442,2.597,2.772,1.742
2024-09-13,ALE,OTA,2.556,2.743,2.918,1.885
2024-09-13,AMK,AUK,2.414,2.591,2.763,1.739
2024-09-13,ANS,AUK,2.443,2.601,2.791,1.772
2024-09-13,ASH,CAN,2.513,2.662,2.865,1.835
2024-09-13,BLE,MBH,2.557,2.761,2.945,1.883
2024-09-13,BLU,STL,2.603,2.765,2.948,1.907
2024-09-13,CAM,WKO,2.502,2.676,2.82,1.835
2024-09-13,CHC,CAN,2.465,2.641,2.814,1.798
2024-09-13,CRO,OTA,2.539,2.725,2.903,1.858
2024-09-13,DAR,NTL,2.624,2.795,2.976,1.976
2024-09-13,DUN,OTA,2.468,2.667,2.837,1.795
2024-09-13,FLD,MWT,2.525,2.707,2.864,1.87
2024-09-13,GBI,AUK,2.838,3.013,3.189,2.179
2024-09-13,GOR,STL,2.584,2.732,2.918,1.867
2024-09-13,GRY,WTC,2.644,2.817,2.972,1.952
2024-09-13,GSB,GIS,2.626,2.786,2.96,1.923
