price_date,brand_code,city_code,region_code,fuel_code,price_nzd_per_litre,source
2024-07-05,Z,PAR,WGN,P91,2.6,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PAR,WGN,P95,2.751,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PAR,WGN,P98,2.904,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PAR,WGN,DSL,2.483,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PAR,WGN,P91,2.636,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PAR,WGN,P95,2.84,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PAR,WGN,P98,2.952,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PAR,WGN,DSL,2.57,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,PAR,WGN,P91,2.49,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,PAR,WGN,P95,2.732,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,PAR,WGN,P98,2.811,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,PAR,WGN,DSL,2.456,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MAS,WGN,P91,2.644,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MAS,WGN,P95,2.806,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MAS,WGN,P98,2.954,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MAS,WGN,DSL,2.549,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MAS,WGN,P91,2.69,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MAS,WGN,P95,2.902,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MAS,WGN,P98,3.01,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MAS,WGN,DSL,2.632,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MAS,WGN,P91,2.58,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MAS,WGN,P95,2.791,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MAS,WGN,P98,2.888,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MAS,WGN,DSL,2.524,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,BLE,MBH,P91,2.765,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,BLE,MBH,P95,2.917,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,BLE,MBH,P98,3.055,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,BLE,MBH,DSL,2.645,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLE,MBH,P91,2.586,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLE,MBH,P95,2.818,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLE,MBH,P98,2.899,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLE,MBH,DSL,2.529,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PIC,MBH,P91,2.809,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PIC,MBH,P95,2.962,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PIC,MBH,P98,3.097,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,PIC,MBH,DSL,2.689,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PIC,MBH,P91,2.642,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PIC,MBH,P95,2.859,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PIC,MBH,P98,2.964,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,PIC,MBH,DSL,2.58,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,REN,MBH,P91,2.807,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,REN,MBH,P95,2.955,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,REN,MBH,P98,3.096,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,REN,MBH,DSL,2.692,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,REN,MBH,P91,2.672,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,REN,MBH,P95,2.871,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,REN,MBH,P98,2.973,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,REN,MBH,DSL,2.601,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GRY,WTC,P91,2.765,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GRY,WTC,P95,2.964,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GRY,WTC,P98,3.072,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GRY,WTC,DSL,2.691,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WPT,WTC,P91,2.772,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WPT,WTC,P95,2.975,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WPT,WTC,P98,3.085,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WPT,WTC,DSL,2.693,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,HOK,WTC,P91,2.762,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,HOK,WTC,P95,2.966,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,HOK,WTC,P98,3.077,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,HOK,WTC,DSL,2.68,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RFT,WTC,P91,2.841,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RFT,WTC,P95,3.044,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RFT,WTC,P98,3.119,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RFT,WTC,DSL,2.751,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CHC,CAN,P91,2.614,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CHC,CAN,P95,2.779,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CHC,CAN,P98,2.905,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CHC,CAN,DSL,2.484,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CHC,CAN,P91,2.589,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CHC,CAN,P95,2.795,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CHC,CAN,P98,2.912,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CHC,CAN,DSL,2.526,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CHC,CAN,P91,2.545,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CHC,CAN,P95,2.763,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CHC,CAN,P98,2.866,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CHC,CAN,DSL,2.501,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,TIM,CAN,P91,2.637,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,TIM,CAN,P95,2.799,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,TIM,CAN,P98,2.945,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,TIM,CAN,DSL,2.521,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TIM,CAN,P91,2.621,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TIM,CAN,P95,2.833,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TIM,CAN,P98,2.943,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TIM,CAN,DSL,2.556,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,TIM,CAN,P91,2.573,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,TIM,CAN,P95,2.804,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,TIM,CAN,P98,2.914,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,TIM,CAN,DSL,2.559,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ASH,CAN,P91,2.687,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ASH,CAN,P95,2.828,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ASH,CAN,P98,2.963,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ASH,CAN,DSL,2.566,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ASH,CAN,P91,2.654,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ASH,CAN,P95,2.866,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ASH,CAN,P98,2.964,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ASH,CAN,DSL,2.582,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ASH,CAN,P91,2.599,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ASH,CAN,P95,2.824,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ASH,CAN,P98,2.922,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ASH,CAN,DSL,2.555,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,RAN,CAN,P91,2.605,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,RAN,CAN,P95,2.771,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,RAN,CAN,P98,2.908,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,RAN,CAN,DSL,2.499,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RAN,CAN,P91,2.644,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RAN,CAN,P95,2.856,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RAN,CAN,P98,2.943,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,RAN,CAN,DSL,2.573,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,RAN,CAN,P91,2.583,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,RAN,CAN,P95,2.807,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,RAN,CAN,P98,2.911,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,RAN,CAN,DSL,2.531,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,KAI2,CAN,P91,2.708,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,KAI2,CAN,P95,2.864,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,KAI2,CAN,P98,3.002,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,KAI2,CAN,DSL,2.589,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,KAI2,CAN,P91,2.712,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,KAI2,CAN,P95,2.916,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,KAI2,CAN,P98,3.03,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,KAI2,CAN,DSL,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,KAI2,CAN,P91,2.661,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,KAI2,CAN,P95,2.888,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,KAI2,CAN,P98,2.978,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,KAI2,CAN,DSL,2.631,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MET,CAN,P91,2.716,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MET,CAN,P95,2.872,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MET,CAN,P98,3.012,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,MET,CAN,DSL,2.613,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MET,CAN,P91,2.72,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MET,CAN,P95,2.928,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MET,CAN,P98,3.033,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,MET,CAN,DSL,2.651,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MET,CAN,P91,2.662,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MET,CAN,P95,2.872,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MET,CAN,P98,2.979,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,MET,CAN,DSL,2.621,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,DUN,OTA,P91,2.556,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,DUN,OTA,P95,2.723,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,DUN,OTA,P98,2.857,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,DUN,OTA,DSL,2.446,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,DUN,OTA,P91,2.56,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,DUN,OTA,P95,2.776,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,DUN,OTA,P98,2.871,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,DUN,OTA,DSL,2.488,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,DUN,OTA,P91,2.557,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,DUN,OTA,P95,2.784,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,DUN,OTA,P98,2.891,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,DUN,OTA,DSL,2.528,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,QNS,OTA,P91,2.724,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,QNS,OTA,P95,2.872,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,QNS,OTA,P98,3.026,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,QNS,OTA,DSL,2.614,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,QNS,OTA,P91,2.759,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,QNS,OTA,P95,2.957,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,QNS,OTA,P98,3.066,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,QNS,OTA,DSL,2.684,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,QNS,OTA,P91,2.76,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,QNS,OTA,P95,2.959,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,QNS,OTA,P98,3.076,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,QNS,OTA,DSL,2.709,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,WAN,OTA,P91,2.686,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,WAN,OTA,P95,2.834,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,WAN,OTA,P98,2.972,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,WAN,OTA,DSL,2.575,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WAN,OTA,P91,2.709,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WAN,OTA,P95,2.919,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WAN,OTA,P98,3.012,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,WAN,OTA,DSL,2.624,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,WAN,OTA,P91,2.707,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,WAN,OTA,P95,2.925,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,WAN,OTA,P98,3.027,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,WAN,OTA,DSL,2.667,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,OAM,OTA,P91,2.627,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,OAM,OTA,P95,2.772,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,OAM,OTA,P98,2.916,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,OAM,OTA,DSL,2.521,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,OAM,OTA,P91,2.591,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,OAM,OTA,P95,2.806,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,OAM,OTA,P98,2.903,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,OAM,OTA,DSL,2.535,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,OAM,OTA,P91,2.632,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,OAM,OTA,P95,2.841,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,OAM,OTA,P98,2.946,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,OAM,OTA,DSL,2.597,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ALE,OTA,P91,2.694,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ALE,OTA,P95,2.824,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ALE,OTA,P98,2.97,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,ALE,OTA,DSL,2.554,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ALE,OTA,P91,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ALE,OTA,P95,2.866,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ALE,OTA,P98,2.961,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,ALE,OTA,DSL,2.592,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ALE,OTA,P91,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ALE,OTA,P95,2.887,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ALE,OTA,P98,2.976,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,ALE,OTA,DSL,2.632,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CRO,OTA,P91,2.661,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CRO,OTA,P95,2.811,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CRO,OTA,P98,2.958,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,Z,CRO,OTA,DSL,2.545,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CRO,OTA,P91,2.654,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CRO,OTA,P95,2.858,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CRO,OTA,P98,2.958,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,CRO,OTA,DSL,2.587,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CRO,OTA,P91,2.634,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CRO,OTA,P95,2.861,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CRO,OTA,P98,2.968,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,MOBIL,CRO,OTA,DSL,2.614,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,INV,STL,P91,2.642,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,INV,STL,P95,2.86,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,INV,STL,P98,2.945,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,INV,STL,DSL,2.574,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GOR,STL,P91,2.662,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GOR,STL,P95,2.866,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GOR,STL,P98,2.975,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,GOR,STL,DSL,2.608,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TAN,STL,P91,2.774,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TAN,STL,P95,2.979,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TAN,STL,P98,3.085,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,TAN,STL,DSL,2.688,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLU,STL,P91,2.729,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLU,STL,P95,2.935,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLU,STL,P98,3.033,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-05,BP,BLU,STL,DSL,2.655,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,WHG,NTL,P91,2.634,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,WHG,NTL,P95,2.795,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,WHG,NTL,P98,2.934,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,WHG,NTL,DSL,2.521,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,WHG,NTL,P91,2.668,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,WHG,NTL,P95,2.885,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,WHG,NTL,P98,2.983,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,WHG,NTL,DSL,2.595,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KKE,NTL,P91,2.72,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KKE,NTL,P95,2.877,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KKE,NTL,P98,3.013,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KKE,NTL,DSL,2.616,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KKE,NTL,P91,2.78,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KKE,NTL,P95,2.984,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KKE,NTL,P98,3.086,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KKE,NTL,DSL,2.702,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KAI,NTL,P91,2.761,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KAI,NTL,P95,2.906,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KAI,NTL,P98,3.055,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,KAI,NTL,DSL,2.646,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KAI,NTL,P91,2.791,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KAI,NTL,P95,3.005,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KAI,NTL,P98,3.1,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,KAI,NTL,DSL,2.709,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,DAR,NTL,P91,2.727,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,DAR,NTL,P95,2.874,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,DAR,NTL,P98,3.04,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,DAR,NTL,DSL,2.616,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,DAR,NTL,P91,2.753,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,DAR,NTL,P95,2.961,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,DAR,NTL,P98,3.066,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,DAR,NTL,DSL,2.691,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,AKC,AUK,P91,2.517,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,AKC,AUK,P95,2.689,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,AKC,AUK,P98,2.823,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,AKC,AUK,DSL,2.401,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,AKC,AUK,P91,2.589,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,AKC,AUK,P95,2.792,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,AKC,AUK,P98,2.886,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,BP,AKC,AUK,DSL,2.511,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,MOBIL,AKC,AUK,P91,2.52,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,MOBIL,AKC,AUK,P95,2.724,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,MOBIL,AKC,AUK,P98,2.837,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,MOBIL,AKC,AUK,DSL,2.497,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-07-12,Z,ANS,AUK,P91,2.557,petrolmate scrape (2026-05-18) + brand-offset backfill
